title,group,product,entities,random_key,image_url,brand,persian_name
ساک خرید پارچه ای خندالو طرح هیولای بامزه,نامشخص,ساک خرید پارچه ای,"[{'name': 'نوع کلی', 'values': ['ساک خرید پارچه ای']}, {'name': 'طرح', 'values': ['هیولای بامزه']}]",ab943430-ef33-4e05-ae30-439f7a25bb78,https://image.torob.com/base/images/EN/QA/ENQAyLIfIaaWF-CM.jpg,خندالو,ساک خرید پارچه ای خندالو طرح هیولای بامزه
توت بگ پارچه ای خندالو طرح پیکان قدیمی,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['پیکان قدیمی']}]",d136b103-abc3-4fe3-8935-2733a758e478,https://image.torob.com/base/images/2J/M1/2JM1eoNLfkCf4RFV.jpg,خندالو,توت بگ پارچه ای خندالو طرح پیکان قدیمی
توت بگ پارچه ای انیمه آکادمی قهرمان من,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['انیمه آکادمی قهرمان من']}]",37cc1299-b728-4e4a-a432-adeb3c4e8cdc,https://image.torob.com/base/images/Z7/SU/Z7SUMZhfdIWNzDC6.jpg,نامشخص,توت بگ پارچه ای انیمه آکادمی قهرمان من
توت بگ پارچه ای,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}]",cb11714a-ba62-4d3f-8263-4f375186ccc4,https://image.torob.com/base/images/c2/8b/c28b2_fyo_fyD4A8.jpg,نامشخص,توت بگ پارچه ای
توت بگ متقال خام دو عددی,نامشخص,توت بگ متقال,"[{'name': 'نوع کلی', 'values': ['توت بگ']}, {'name': 'جنس پارچه', 'values': ['متقال خام']}]",c3311c3d-e9e6-4efe-aa01-44461a27edc7,https://image.torob.com/base/images/Ri/iO/RiiO9iVU4D03e9gN.jpg,نامشخص,توت بگ متقال خام دو عددی
توت بگ پارچه ای دلم دیوانه بودن با تو را میخواست,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['دلم دیوانه بودن با تو را میخواست']}]",3cf7d5fd-cfb6-4a75-b94e-6b973540a120,https://image.torob.com/base/images/H8/q-/H8q-8rYvqqjB3fdC.jpg,نامشخص,توت بگ پارچه ای دلم دیوانه بودن با تو را میخواست
توت بگ پارچه ای خندالو طرح خنده هاش یه حالتی داره که اصن قیامته کد 4569,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['خنده هاش یه حالتی داره که اصن قیامته کد 4569']}]",15f710ca-5a63-4dc6-b3a8-8a7d90bdd2d7,https://image.torob.com/base/images/na/mT/namTysDXXSDosyGk.jpg,خندالو,توت بگ پارچه ای خندالو طرح خنده هاش یه حالتی داره که اصن قیامته کد 4569
کیف پارچه ای با نقاشی,نامشخص,کیف پارچه ای,"[{'name': 'نوع کلی', 'values': ['کیف پارچه ای']}, {'name': 'ویژگی ها', 'values': ['با نقاشی']}]",37a7af12-af86-4c3d-8643-d51a06c62aba,https://image.torob.com/base/images/1B/87/1B87d_sjJbRejY98.jpg,نامشخص,کیف پارچه ای با نقاشی
کیف پارچه ای (ساک پارچه ای) قلمکار مخصوص نان کد 2 (عقیق),نامشخص,کیف پارچه ای قلمکار,"[{'name': 'نوع کلی', 'values': ['کیف پارچه ای', 'ساک پارچه ای']}, {'name': 'کاربرد', 'values': ['مخصوص نان']}, {'name': 'سایر ویژگی ها', 'values': ['قلمکار']}]",840ad8ec-a75a-40c4-b161-7b9f0d308c0c,https://image.torob.com/base/images/mc/q-/mcq-ee8CM7ysdryF.jpg,عقیق,کیف پارچه ای (ساک پارچه ای) قلمکار مخصوص نان کد 2 (عقیق)
توت بگ شاپ هلسی مدل دل تنها,نامشخص,توت بگ,"[{'name': 'نوع کلی', 'values': ['توت بگ']}, {'name': 'مدل', 'values': ['دل تنها']}]",51531822-d58d-4e9d-a4bb-ef68993edcff,https://image.torob.com/base/images/4J/rD/4JrDuMjf-QViHHw3.jpg,شاپ هلسی,توت بگ شاپ هلسی مدل دل تنها
ساک خرید پارچه ای دختر ماهی گیر,دخترانه,ساک خرید پارچه ای,"[{'name': 'نوع کلی', 'values': ['ساک خرید پارچه ای']}, {'name': 'طرح', 'values': ['دختر ماهی گیر']}]",719b8d39-6700-4c31-abfe-f515583bb5b1,https://image.torob.com/base/images/75/td/75tdozs6lv_KXIeq.jpg,نامشخص,ساک خرید پارچه ای دختر ماهی گیر
ساک خرید پارچه ای خندالو طرح تولدت مبارک کد S42,نامشخص,ساک خرید پارچه ای,"[{'name': 'نوع کلی', 'values': ['ساک خرید پارچه ای']}, {'name': 'طرح', 'values': ['تولدت مبارک کد S42']}]",3141e91d-58bc-4265-91f2-a9acd5a20bd5,https://image.torob.com/base/images/HA/op/HAopAtanjokSA-U2.jpg,خندالو,ساک خرید پارچه ای خندالو طرح تولدت مبارک کد S42
ساک خرید پارچه ای خندالو طرح موزیک کد H1489,نامشخص,ساک خرید پارچه ای,"[{'name': 'نوع کلی', 'values': ['ساک خرید پارچه ای']}, {'name': 'طرح', 'values': ['موزیک کد H1489']}]",07ee8d15-84d2-4a14-a492-8904db96eaea,https://image.torob.com/base/images/du/6A/du6Ac9ANl5_OEwq5.jpg,خندالو,ساک خرید پارچه ای خندالو طرح موزیک کد H1489
توت بگ پارچه ای خندالو طرح چیمی و شوگی BT21 کد 888,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['چیمی و شوگی BT21 کد 888']}]",3d8b6e5c-9031-4401-bbc2-dc82d3574a13,https://image.torob.com/base/images/MX/Wu/MXWuxUgNPqSJfZUd.jpg,خندالو,توت بگ پارچه ای خندالو طرح چیمی و شوگی BT21 کد 888
توت بگ پارچه ای خندالو طرح سوپر ماریو Super Mario کد 3454,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['سوپر ماریو Super Mario کد 3454']}]",453668d5-2478-4f98-8ac5-fd14bf72cb76,https://image.torob.com/base/images/rn/GT/rnGTMfgiMS1jYsTz.jpg,خندالو,توت بگ پارچه ای خندالو طرح سوپر ماریو Super Mario کد 3454
ساک خرید پارچه ای خندالو جَعَل بَینَکم مَوده و رحمَه,نامشخص,ساک خرید پارچه ای,"[{'name': 'نوع کلی', 'values': ['ساک خرید پارچه ای']}, {'name': 'طرح', 'values': ['جَعَل بَینَکم مَوده و رحمَه']}]",19193107-d0a2-4a2c-9af8-ff655a7079ae,https://image.torob.com/base/images/4T/2U/4T2U0QWFxVhaxDnD.jpg,خندالو,ساک خرید پارچه ای خندالو جَعَل بَینَکم مَوده و رحمَه
توت بگ پارچه ای خندالو طرح مینیمال ژاپنی کد 7562,نامشخص,توت بگ پارچه ای,"[{'name': 'نوع کلی', 'values': ['توت بگ پارچه ای']}, {'name': 'طرح', 'values': ['مینیمال ژاپنی کد 7562']}]",27ee8d62-d50e-4959-987d-19c300550f73,https://image.torob.com/base/images/xc/VA/xcVAmk6bEvGvzslw.jpg,خندالو,توت بگ پارچه ای خندالو طرح مینیمال ژاپنی کد 7562
پیرسینگ گوش با نگین مربعی، جنس استیل، با تنوع رنگ,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'نوع نگین', 'values': ['نگین مربعی']}, {'name': 'جنس', 'values': ['استیل']}, {'name': 'ویژگی ها', 'values': ['تنوع رنگ']}]",eb814ccf-8e56-4012-8177-19124bb31205,https://image.torob.com/base/images/ke/45/ke45Hf8RxPEFM2Of.jpg,,
پرسینگ نقره بینی مدل هلالی نگین دار,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'طرح', 'values': ['هلالی']}, {'name': 'جنس', 'values': ['نقره']}, {'name': 'نوع نگین', 'values': ['نگین دار']}]",825edf9c-c59b-4bb1-bbfe-7027b5a9aa12,https://image.torob.com/base/images/yn/TQ/ynTQDvos7u0CLI1p.jpg,,
پیرسینگ گوش زنانه مدل دایره کد P4490,زنانه,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'طرح', 'values': ['دایره']}]",32a2b16e-7da7-465e-b7c8-83e48469f821,https://image.torob.com/base/images/TT/UR/TTURnbCFWZVNjwuE.jpg,,
پیرسینگ نقره زنانه مدل چشم کد P4612,زنانه,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['نامشخص']}, {'name': 'طرح', 'values': ['چشم']}]",41c8ad6c-1db5-42ed-a60c-0084620855ec,https://image.torob.com/base/images/X1/U4/X1U4ErabB9hvR1EU.jpg,,
پیرسینگ طلا 18 عیار زنانه مایا ماهک مدل MO0193,زنانه,پیرسینگ,"[{'name': 'جنس', 'values': ['طلا 18 عیار']}, {'name': 'برند', 'values': ['مایا ماهک']}]",03757688-8442-4276-b1e0-351fc03a430f,https://image.torob.com/base/images/Kl/G9/KlG9zk9URtiuyX_t.jpg,,
پیرسینگ گوش استیل طرح زنجیری با کد 12297,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'جنس', 'values': ['استیل']}, {'name': 'طرح', 'values': ['زنجیری']}]",4329634b-bd4d-4829-bccd-3b08c97abc42,https://image.torob.com/base/images/UD/z3/UDz3UMWiRXEGKP8S.jpg,,
پیرسینگ گوش کد PG379A رنگ نقره ای,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'رنگ', 'values': ['نقره ای']}]",73f0e80e-2795-4a47-8d75-22cdf375543d,https://image.torob.com/base/images/SQ/34/SQ34yfpo1R9ZtiqJ.jpg,,
پیرسینگ بینی زنانه پایتخت مدل PS369 - طلایی,زنانه,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'رنگ', 'values': ['طلایی']}]",262ac26b-38cc-4a38-924c-3dc0609ff181,https://image.torob.com/base/images/ud/Yl/udYl22t_0MR209yM.jpg,,
پیرسینگ بینی میخی نگین مربع نقره ای,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'طرح', 'values': ['میخی']}, {'name': 'نوع نگین', 'values': ['نگین مربع']}, {'name': 'رنگ', 'values': ['نقره ای']}]",b975bee0-b503-4d8c-82a1-d338a285c2d8,https://image.torob.com/base/images/g8/Yu/g8YushKvTg-Ko5dr.webp,,
پیرسینگ بینی ماه,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'طرح', 'values': ['ماه']}]",be5dbf63-d461-4446-8aa5-a32b3d5572ea,https://image.torob.com/base/images/UO/lO/UOlOAMniKhBEy6cu.jpg,,
پیرسینگ بینی حلقه ای نقره ستاره,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'طرح', 'values': ['حلقه ای', 'ستاره']}, {'name': 'جنس', 'values': ['نقره']}]",49528086-8dcb-4948-af91-017f799a563b,https://image.torob.com/base/images/No/xr/NoxrhKZcZYG_QPH6.jpg,,
پیرسینگ طلا 18 عیار زنانه هور گالری مدل عینک کد RPI849,زنانه,پیرسینگ,"[{'name': 'جنس', 'values': ['طلا 18 عیار']}, {'name': 'برند', 'values': ['هور گالری']}, {'name': 'طرح', 'values': ['عینک']}]",4b286131-4e7d-4523-b03d-bff0212de0e0,https://image.torob.com/base/images/uk/y_/uky_j_GSjOW47mTM.jpg,,
پیرسینگ گوش مدل PG1096 مجموعه 4 عددی,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'تعداد در بسته', 'values': ['4 عددی']}]",f492f884-b531-4027-bb58-02acd0890699,https://image.torob.com/base/images/kN/1j/kN1jfOfO3yTteavJ.jpg,,
پیرسینگ گوش زنانه اقلیمه (Eghlimeh) مدل HS174,زنانه,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'برند', 'values': ['اقلیمه']}]",5c59d63a-01eb-4c73-9c07-b0a762a8a1a6,https://image.torob.com/base/images/86/Gf/86GfRRcs23Awi-o1.jpg,,
پیرسینگ محوری اسپایک,نامشخص,پیرسینگ,"[{'name': 'طرح', 'values': ['اسپایک']}, {'name': 'نوع کلی', 'values': ['پیرسینگ محوری']}]",b75e5325-7945-4de5-9283-84eb2d956b8c,https://image.torob.com/base/images/bT/0_/bT0_KfbBvza9D-j5.jpg,,
پیرسینگ گوش جواهری پروانه صورتی,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'طرح', 'values': ['پروانه']}, {'name': 'رنگ', 'values': ['صورتی']}, {'name': 'نوع نگین', 'values': ['جواهری']}]",ec9547d2-5379-41ed-bb2f-65bc41d608d4,https://image.torob.com/base/images/I5/Hi/I5Hi8f_6TOtbEIGO.jpg,,
پیرسینگ گوش نگیندار نقره ای استیل کد 891 کد 1147484,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'نوع نگین', 'values': ['نگین دار']}, {'name': 'رنگ', 'values': ['نقره ای']}, {'name': 'جنس', 'values': ['استیل']}]",9d18ec5f-bfc3-4f8a-a21b-7cc394304a3b,https://image.torob.com/base/images/ER/qk/ERqkvUhMZ8dTPF53.jpg,,
پیرسینگ گوش مدل PG259A مجموعه دو عددی,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'تعداد در بسته', 'values': ['دو عددی']}]",76490816-8904-4ada-aee3-a6de18a25544,https://image.torob.com/base/images/Rv/pY/RvpYyYUnSnEquJg0.jpg,,
پیرسینگ بینی حلقه‌ای ستاره,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'طرح', 'values': ['حلقه ای', 'ستاره']}]",8a22d1db-9ab6-4618-b7a8-f6cc5a9ac079,https://image.torob.com/base/images/rM/gc/rMgcJ-r1mhqABiXC.jpg,,
پیرسینگ گوش مدل PG495,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}]",918edaa0-2dbe-4b7e-9d45-cbd514624b53,https://image.torob.com/base/images/Jn/mJ/JnmJsw1vQZjB6fpW.jpg,,
پیرسینگ گوش نگین ستاره پایه طلایی در 4 سایز - 2,نامشخص,پیرسینگ گوش,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'نوع نگین', 'values': ['ستاره']}, {'name': 'رنگ', 'values': ['طلایی']}, {'name': 'سایز', 'values': ['4 سایز']}]",efb39e94-dd79-4762-ae6c-7228f69f1e32,https://image.torob.com/base/images/V3/Hh/V3Hh2jFXqf_PO1-e.jpg,,
پیرسینگ ناف دو سر نگین رنگی,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['ناف']}, {'name': 'نوع نگین', 'values': ['دو سر نگین']}, {'name': 'رنگ', 'values': ['رنگی']}]",10b3ff67-f408-47c2-a3ed-a0e67219eadf,https://image.torob.com/base/images/Qq/5h/Qq5hyL0xQ_jYUuzu.jpg,,
پیرسینگ استیل ناف ۲سرنگین هولوگرامی,نامشخص,پیرسینگ,"[{'name': 'جنس', 'values': ['استیل']}, {'name': 'محل استفاده', 'values': ['ناف']}, {'name': 'نوع نگین', 'values': ['هولوگرامی']}]",603a53db-88f9-4009-a44c-05483769c702,https://image.torob.com/base/images/W2/Rj/W2RjYpi25yEb5l0L.jpg,,
پیرسینگ بینی پایه ال (L) نگین گرد,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'نوع نگین', 'values': ['نگین گرد']}]",7ca5cb92-bab7-4adf-99ec-fc76d072c991,https://image.torob.com/base/images/e_/Bv/e_BvaG5g7t31TJtV.webp,,
پیرسینگ استخوانی بینی اوپال - کد 418,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'نوع کلی', 'values': ['استخوانی']}, {'name': 'نوع نگین', 'values': ['اوپال']}]",66e87139-ea70-48d2-8b04-a06a04cd0a3e,https://image.torob.com/base/images/_G/EY/_GEYyxCWXk5NQz3Z.jpg,,
پرسینگ ناف کلیپسی مشکی,نامشخص,پرسینگ ناف,"[{'name': 'محل استفاده', 'values': ['ناف']}, {'name': 'نوع اتصال (پیرسینگ فیک)', 'values': ['کلیپسی']}, {'name': 'رنگ', 'values': ['مشکی']}, {'name': 'نوع کلی', 'values': ['فیک']}]",564d3c58-670a-478b-9dfc-db586b24ebd1,https://image.torob.com/base/images/1y/jf/1yjf5jnR5CMtCfrx.jpg,,
پیرسینگ مدل Barbed Wire کد Hsn-489d2,نامشخص,پیرسینگ,[],1d48a304-89c7-4e68-a0cb-4bc87ecad3ba,https://image.torob.com/base/images/Nr/IL/NrILd90BYlm6nlh9.jpg,,
پیرسینگ گوش,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}]",0a26d856-ee72-479e-9cad-4a10540d6a8c,https://image.torob.com/base/images/p6/Pb/p6PbgeJX6Q8nBuiW.jpg,,
پیرسینگ گوش کد PS446066,نامشخص,پیرسینگ گوش,"[{'name': 'محل استفاده', 'values': ['گوش']}]",e375010c-a9f2-4efc-9435-cff35b32b07a,https://image.torob.com/base/images/XQ/C7/XQC7nzD_1jr-nUQE.jpg,,
پیرسینگ گوش مدل SK-Hsn-19932,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}]",9d060079-1ccb-4908-8f45-dba53e1b0a26,https://image.torob.com/base/images/my/Qa/myQaQonoQSwhSbeo.jpg,,
پیرسینگ پنجه گربه,نامشخص,پیرسینگ,"[{'name': 'طرح', 'values': ['پنجه گربه']}]",0e46e3ad-2d99-4283-a479-d8aa027ec037,https://image.torob.com/base/images/CE/yP/CEyPV0Mfuylfv8PG.jpg,,
محوری گوش استیل طلایی ۵گوی وسط,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'جنس', 'values': ['استیل']}, {'name': 'رنگ', 'values': ['طلایی']}]",ff12cdf6-e6cc-4299-9fb0-7334ef93f244,https://image.torob.com/base/images/gY/8k/gY8ktAALG4EhOpLp.jpg,,
پیرسینگ نقره بینی مدل دوگوی,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'جنس', 'values': ['نقره']}, {'name': 'طرح', 'values': ['دوگوی']}]",7ef45842-db31-446b-8d54-047876497ac0,https://image.torob.com/base/images/II/Qh/IIQh_cPF2Jw2HvD9.jpg,,
پیرسینگ نقره بینی باکسی | ماه، ستاره، مار، آویز کد SWPC30,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'جنس', 'values': ['نقره']}, {'name': 'طرح', 'values': ['ماه', 'ستاره', 'مار', 'آویز']}]",c190b2df-b9d6-4400-9053-494cd5a01e67,https://image.torob.com/base/images/xQ/FA/xQFAOwn5U9m-WwQm.jpg,,
پیرسینگ گوش زنانه اقلیمه مدل HS183,زنانه,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'برند', 'values': ['اقلیمه']}]",262e7435-5d4d-4909-a35f-d40682cc9355,https://image.torob.com/base/images/nG/ir/nGir6m8ezxrYu-rc.jpg,,
پیرسینگ طرح آی لاویو و سیبیل,نامشخص,پیرسینگ,"[{'name': 'طرح', 'values': ['آی لاویو', 'سیبیل']}]",879db92d-7982-4d65-835a-821b70f5a271,https://image.torob.com/base/images/2c/Tw/2cTwMEC5GKbo_XTy.jpg,,
پیرسینگ ناف استیل مدل نگین هفت رنگ طرح تاج,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['ناف']}, {'name': 'جنس', 'values': ['استیل']}, {'name': 'نوع نگین', 'values': ['نگین هفت رنگ']}, {'name': 'طرح', 'values': ['تاج']}]",d771b3e4-1cdc-4ac6-a024-150e6592ad40,https://image.torob.com/base/images/xB/9e/xB9eaj_Enl8s0xYI.webp,,
پیرسینگ زبان استیل پلاستیکی رنگی کد TStCP-2,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['زبان']}, {'name': 'جنس', 'values': ['استیل', 'پلاستیکی']}, {'name': 'رنگ', 'values': ['رنگی']}]",b2525036-8bf9-44fa-9e8d-2d05e4221aba,https://image.torob.com/base/images/SH/7X/SH7X-JShHP2HJLxd.webp,,
پیرسینگ فیگ گوش و لب,نامشخص,پیرسینگ,"[{'name': 'نوع کلی', 'values': ['فیگ']}, {'name': 'محل استفاده', 'values': ['گوش', 'لب']}]",c18bd96a-ce12-48aa-be50-5272d6e0cb51,https://image.torob.com/base/images/4C/Km/4CKmJAPWeqWz0YIC.jpg,,
پیرسینگ گوش مدل EStS HollowPlus,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}]",f680ecac-22ca-4088-9eac-d79b8d5c8532,https://image.torob.com/base/images/ut/nb/utnb9-y5Ci5qMD76.webp,,
پیرسینگ بینی نقره عیار925 طرح کد 15039,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'جنس', 'values': ['نقره عیار925']}, {'name': 'طرح', 'values': ['کد 15039']}]",557867a0-27d1-49cf-8632-1646bde429f2,https://image.torob.com/base/images/lg/qr/lgqrqFqI8VteMZAX.jpg,,
پیرسینگ نعلی نگین دار طلایی,نامشخص,پیرسینگ,"[{'name': 'نوع کلی', 'values': ['نعلی']}, {'name': 'نوع نگین', 'values': ['نگین دار']}, {'name': 'رنگ', 'values': ['طلایی']}]",39455cf4-3f4b-47d8-ac19-672b1b842a78,https://image.torob.com/base/images/sn/oN/snoNJ_mL0GmtzVx_.webp,,
پرسینگ فیک بینی,نامشخص,پیرسینگ,"[{'name': 'نوع کلی', 'values': ['فیک']}, {'name': 'محل استفاده', 'values': ['بینی']}]",eaa43946-6027-47d1-a7a0-886a771c1ce3,https://image.torob.com/base/images/dX/mF/dXmFkXYZdA-dMzQE.jpg,,
پیرسینگ بینی دو ستاره,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}, {'name': 'طرح', 'values': ['دو ستاره']}]",bf104fe8-4ec8-4ad6-8920-ab6db1612562,https://image.torob.com/base/images/ca/2r/ca2rLsyuN1kIfvpB.jpg,,
پرسینگ نگین دار جواهری فیک اویز دار,نامشخص,پیرسینگ,"[{'name': 'نوع نگین', 'values': ['نگین دار', 'جواهری']}, {'name': 'نوع کلی', 'values': ['فیک']}, {'name': 'ویژگی ها', 'values': ['آویز دار']}]",39e7ea8a-ca03-44d5-b2ec-b245fd3b030a,https://image.torob.com/base/images/m6/Xx/m6XxcYtCD3xbBxt9.jpg,,
میکرودرمال گرد,نامشخص,پیرسینگ,"[{'name': 'نوع کلی', 'values': ['میکرودرمال']}, {'name': 'طرح', 'values': ['گرد']}]",e83ee95b-4d59-4e1c-9444-0fd8bf442c2b,https://image.torob.com/base/images/lu/SB/luSBsv8g17sfc8Xv.jpg,,
رینگ طرح دار,نامشخص,پیرسینگ,"[{'name': 'نوع کلی', 'values': ['رینگ']}, {'name': 'طرح', 'values': ['طرح دار']}]",54318193-f9cb-4fc6-bd08-326907e8be37,https://image.torob.com/base/images/DX/-4/DX-4HS1I9Y4I7W1r.jpg,,
پیرسینگ دایناسور سفید,نامشخص,پیرسینگ,"[{'name': 'طرح', 'values': ['دایناسور']}, {'name': 'رنگ', 'values': ['سفید']}]",73edba03-e259-4db4-8178-3393bcc2ce90,https://image.torob.com/base/images/6S/qq/6SqqWBVHIVjoXq05.jpg,,
پیرسینگ ناف طرح پروانه آویز دار نگین کاری شده (ارسال رایگان) کد 25094,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['ناف']}, {'name': 'طرح', 'values': ['پروانه آویز دار']}, {'name': 'نوع نگین', 'values': ['نگین کاری شده']}, {'name': 'ویژگی ها', 'values': ['ارسال رایگان']}]",e13cb0ea-1e1e-4e95-8d97-8b298f617636,https://image.torob.com/base/images/ux/O6/uxO6hNo2maUZnjoQ.jpg,,
پیرسینگ پنج نگین,نامشخص,پیرسینگ,"[{'name': 'نوع نگین', 'values': ['پنج نگین']}]",8a85674d-8058-4ac3-9846-e4c9c1fdd5d1,https://image.torob.com/base/images/PC/m0/PCm0QbGQ-fUK8KMC.jpg,,
پرسینگ طلا ماهک,نامشخص,پیرسینگ,"[{'name': 'جنس', 'values': ['طلا']}, {'name': 'برند', 'values': ['ماهک']}]",88fda307-c636-48eb-8fb0-d79354f7555d,https://image.torob.com/base/images/pm/QG/pmQGhGAqgt6Stc_J.jpg,,
پیرسینگ استیل ابرو،انگشت،گوش طرح ترند پرنگین,نامشخص,پیرسینگ,"[{'name': 'جنس', 'values': ['استیل']}, {'name': 'محل استفاده', 'values': ['ابرو', 'انگشت', 'گوش']}, {'name': 'طرح', 'values': ['ترند']}, {'name': 'نوع نگین', 'values': ['پرنگین']}]",35bd6ed3-8a8e-46a0-8020-3b92d821d131,https://image.torob.com/base/images/0I/GC/0IGCzJKXuhurDAp1.jpg,,
پیرسینگ بدن اقلیمه کد HS31,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بدن']}, {'name': 'برند', 'values': ['اقلیمه']}]",2ce26651-f486-4d41-9944-d1c49317ae09,https://image.torob.com/base/images/V4/U6/V4U6VzEGZllv-dDx.jpg,,
پیرسینگ بینی مدل PS593,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی']}]",4a9c38e7-33e2-43ef-a7f4-b4e4a34be3f3,https://image.torob.com/base/images/jI/Gr/jIGrMP-NJa7CpFg9.jpg,,
پرسینگ بینی و لب تمام استیل قیمت مناسب حداقل خرید 50 تومان,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['بینی', 'لب']}, {'name': 'جنس', 'values': ['استیل']}]",bf339aaf-cb95-46e1-b784-3a59de5e60b0,https://image.torob.com/base/images/mx/Vn/mxVn9jy0OgnFvQvO.jpg,,
پرسینگ گوش استیل بدون نیاز ب سوراخ,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'جنس', 'values': ['استیل']}, {'name': 'نوع اتصال (پیرسینگ فیک)', 'values': ['بدون نیاز به سوراخ']}]",5e5834bf-26fe-4673-b894-0d6dbbd5df83,https://image.torob.com/base/images/Wg/FE/WgFEgiijc3MPYdnJ.jpg,,
پیرسینگ گوش مدل ETiJbrHg Needle03_G,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}]",29776854-4a51-49dc-87a5-5b7de1382b19,https://image.torob.com/base/images/NP/iW/NPiWzq6TLySzr2g8.webp,,
پیرسینگ اسکلت مدل Skull & Spikes کد Hsn-304d7,نامشخص,پیرسینگ,"[{'name': 'طرح', 'values': ['اسکلت']}]",9d3b277f-0859-41f5-a2cf-aaff74d5a174,https://image.torob.com/base/images/br/h8/brh8CAtTbpM4KQ0B.jpg,,
پیرسینگ گوش برند I am,نامشخص,پیرسینگ,"[{'name': 'محل استفاده', 'values': ['گوش']}, {'name': 'برند', 'values': ['I am']}]",5bafc7b2-d3d1-458a-a655-2b531ba25d32,https://image.torob.com/base/images/it/1s/it1sc7N5aAbpRo_N.jpg,,
پیرسینگ لبرت طلایی نگین بیضی,نامشخص,پیرسینگ,"[{'name': 'نوع کلی', 'values': ['لبرت']}, {'name': 'رنگ', 'values': ['طلایی']}, {'name': 'نوع نگین', 'values': ['نگین بیضی']}]",a091f62e-bbe7-4762-821d-be7b57bc47ee,https://image.torob.com/base/images/z2/80/z280UL6utXCM_kUx.webp,,
